name,actual,values,predicted
Nivia Solid Men's Round Neck T-Shirt,clothing,"[1.0, 0.35714285714285715, 0.5, 0.35714285714285715, 0.42857142857142855, 0.5, 0.6428571428571429, 0.5, 0.5714285714285714, 0.5, 0.5, 0.5, 0.9285714285714286, 0.5, 0.0, 0.5, 0.42857142857142855, 0.9285714285714286, 0.5714285714285714, 0.14285714285714285, 0.6428571428571429, 0.21428571428571427, 0.14285714285714285, 0.21428571428571427, 0.35714285714285715, 0.07142857142857142, 0.35714285714285715, 0.14285714285714285, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.0]",clothing
Zyxel NBG 6503 Simultaneous Dual-Band Wireless AC750,computers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",mobiles  accessories
XEBAC XEBAC-ADAPTER-B701 Battery Charger,mobiles  accessories,"[0.6607142857142857, 0.48214285714285715, 0.5, 0.375, 0.6071428571428571, 0.5357142857142857, 0.6071428571428571, 0.5535714285714286, 0.75, 0.7857142857142857, 0.625, 0.5, 0.48214285714285715, 1.0, 0.07142857142857142, 0.44642857142857145, 0.6071428571428571, 0.5535714285714286, 0.7142857142857143, 0.5714285714285714, 0.875, 0.5892857142857143, 0.48214285714285715, 0.5178571428571429, 0.5178571428571429, 0.017857142857142856, 0.25, 0.5714285714285714, 0.16071428571428573, 0.25, 0.10714285714285714, 0.19642857142857142]",mobiles  accessories
Harpa Casual 3/4 Sleeve Solid Women's Top,clothing,"[1.0, 0.35714285714285715, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.6428571428571429, 0.7142857142857143, 0.5714285714285714, 0.35714285714285715, 0.42857142857142855, 0.5, 0.9285714285714286, 0.6428571428571429, 0.0, 0.5, 0.5714285714285714, 0.8571428571428571, 0.6428571428571429, 0.14285714285714285, 0.6428571428571429, 0.07142857142857142, 0.07142857142857142, 0.0, 0.2857142857142857, 0.07142857142857142, 0.35714285714285715, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 0.07142857142857142]",clothing
Bodyline Bossy Women's T-Shirt Bra,clothing,"[0.9166666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.25, 0.16666666666666666, 0.5, 0.4166666666666667, 0.4166666666666667, 0.16666666666666666, 0.4166666666666667, 0.3333333333333333, 0.75, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.75, 0.4166666666666667, 0.08333333333333333, 0.4166666666666667, 0.08333333333333333, 0.08333333333333333, 0.0, 0.16666666666666666, 0.08333333333333333, 0.25, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0]",clothing
Weaverfinch Solid Men's Round Neck T-Shirt,clothing,"[0.875, 0.375, 0.5, 0.3125, 0.4375, 0.375, 0.5625, 0.4375, 0.5625, 0.5, 0.4375, 0.5, 0.875, 0.5, 0.0, 0.5, 0.375, 0.875, 0.5, 0.1875, 0.5625, 0.125, 0.0625, 0.125, 0.25, 0.0625, 0.3125, 0.0625, 0.0625, 0.0625, 0.125, 0.0]",clothing
Kimmy Women's Leggings,clothing,"[1.0, 0.48148148148148145, 0.6296296296296297, 0.18518518518518517, 0.5925925925925926, 0.37037037037037035, 0.6296296296296297, 0.5925925925925926, 0.7037037037037037, 0.6296296296296297, 0.4444444444444444, 0.5555555555555556, 0.7037037037037037, 0.5555555555555556, 0.037037037037037035, 0.5185185185185185, 0.48148148148148145, 0.6296296296296297, 0.6666666666666666, 0.2962962962962963, 0.48148148148148145, 0.25925925925925924, 0.3333333333333333, 0.2222222222222222, 0.37037037037037035, 0.0, 0.4074074074074074, 0.3333333333333333, 0.07407407407407407, 0.18518518518518517, 0.2222222222222222, 0.18518518518518517]",clothing
Gmi Women's Solid Casual Shirt,clothing,"[1.0, 0.3076923076923077, 0.6153846153846154, 0.23076923076923078, 0.38461538461538464, 0.3076923076923077, 0.7692307692307693, 0.6923076923076923, 0.5384615384615384, 0.3076923076923077, 0.46153846153846156, 0.46153846153846156, 0.9230769230769231, 0.5384615384615384, 0.0, 0.46153846153846156, 0.5384615384615384, 0.9230769230769231, 0.6153846153846154, 0.15384615384615385, 0.5384615384615384, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.3076923076923077, 0.07692307692307693, 0.38461538461538464, 0.15384615384615385, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.0]",clothing
Holidae Women's High Low Dress,clothing,"[0.9230769230769231, 0.38461538461538464, 0.6153846153846154, 0.3076923076923077, 0.46153846153846156, 0.38461538461538464, 0.7692307692307693, 0.6153846153846154, 0.6153846153846154, 0.38461538461538464, 0.6153846153846154, 0.5384615384615384, 0.9230769230769231, 0.46153846153846156, 0.0, 0.5384615384615384, 0.5384615384615384, 0.9230769230769231, 0.6153846153846154, 0.07692307692307693, 0.6153846153846154, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.38461538461538464, 0.07692307692307693, 0.38461538461538464, 0.23076923076923078, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.0]",clothing
Bombay High Women's Printed Formal Shirt,clothing,"[1.0, 0.35714285714285715, 0.6428571428571429, 0.2857142857142857, 0.42857142857142855, 0.35714285714285715, 0.6428571428571429, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.5, 0.5, 0.9285714285714286, 0.5, 0.0, 0.42857142857142855, 0.5, 0.8571428571428571, 0.5714285714285714, 0.07142857142857142, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.07142857142857142, 0.35714285714285715, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.0]",clothing
Le Bison Men's Checkered Formal Shirt,clothing,"[0.8775510204081632, 0.3673469387755102, 0.7142857142857143, 0.14285714285714285, 0.5102040816326531, 0.46938775510204084, 0.5306122448979592, 0.6530612244897959, 0.5714285714285714, 0.5306122448979592, 0.30612244897959184, 0.46938775510204084, 0.7755102040816326, 0.5510204081632653, 0.02040816326530612, 0.4489795918367347, 0.3877551020408163, 0.6938775510204082, 0.5102040816326531, 0.1836734693877551, 0.4489795918367347, 0.10204081632653061, 0.16326530612244897, 0.16326530612244897, 0.22448979591836735, 0.0, 0.22448979591836735, 0.10204081632653061, 0.04081632653061224, 0.14285714285714285, 0.14285714285714285, 0.061224489795918366]",clothing
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",mobiles  accessories,"[0.6, 0.2, 0.4, 0.2, 0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 1.0, 0.0, 0.4, 0.6, 0.2, 0.6, 0.2, 1.0, 0.4, 0.4, 0.4, 0.4, 0.0, 0.2, 0.4, 0.0, 0.2, 0.2, 0.0]",mobiles  accessories
Utsukushii Shoulder Bag,bags wallets  belts,"[0.9285714285714286, 0.75, 0.7857142857142857, 0.6071428571428571, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 1.0, 0.75, 0.7142857142857143, 0.75, 0.8928571428571429, 0.8928571428571429, 0.8214285714285714, 0.14285714285714285, 0.7857142857142857, 0.8571428571428571, 0.8571428571428571, 0.8214285714285714, 0.6071428571428571, 0.8571428571428571, 0.5357142857142857, 0.6785714285714286, 0.35714285714285715, 0.5714285714285714, 0.0, 0.5714285714285714, 0.5, 0.35714285714285715, 0.6071428571428571, 0.14285714285714285, 0.10714285714285714]",bags wallets  belts
QP360 Kid Fan 01 MLY2015 USB USB Fan,computers,"[0.8, 0.6, 0.6, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.8, 0.6, 0.6, 0.6, 0.8, 0.0, 0.4, 0.6, 0.4, 0.8, 0.6, 1.0, 0.6, 0.6, 0.2, 0.4, 0.4, 0.2, 0.6, 0.0, 0.0, 0.4, 0.2]",computers
612 League Girl's Gathered Dress,clothing,"[1.0, 0.25, 0.5, 0.25, 0.3333333333333333, 0.3333333333333333, 0.75, 0.5833333333333334, 0.5833333333333334, 0.25, 0.4166666666666667, 0.4166666666666667, 0.9166666666666666, 0.4166666666666667, 0.0, 0.5, 0.4166666666666667, 0.8333333333333334, 0.5, 0.16666666666666666, 0.5, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.3333333333333333, 0.08333333333333333, 0.25, 0.16666666666666666, 0.0, 0.0, 0.08333333333333333, 0.0]",clothing
Oviyon Solid Men's Round Neck T-Shirt,clothing,"[1.0, 0.5909090909090909, 0.7727272727272727, 0.45454545454545453, 0.7272727272727273, 0.8181818181818182, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.8181818181818182, 0.6363636363636364, 0.7727272727272727, 0.9545454545454546, 0.7727272727272727, 0.0, 0.8181818181818182, 0.5, 0.8636363636363636, 0.7727272727272727, 0.13636363636363635, 0.6818181818181818, 0.18181818181818182, 0.4090909090909091, 0.2727272727272727, 0.5, 0.0, 0.4090909090909091, 0.09090909090909091, 0.045454545454545456, 0.13636363636363635, 0.2727272727272727, 0.18181818181818182]",clothing
Accore Signs & Symbols Badge,pens  stationery,"[0.7419354838709677, 0.7903225806451613, 0.532258064516129, 0.43548387096774194, 0.9032258064516129, 0.5645161290322581, 0.8548387096774194, 0.6290322580645161, 0.9193548387096774, 0.8870967741935484, 0.7419354838709677, 0.6612903225806451, 0.5967741935483871, 0.8870967741935484, 0.16129032258064516, 0.6290322580645161, 0.5645161290322581, 0.8225806451612904, 0.8064516129032258, 0.7903225806451613, 0.8225806451612904, 0.6451612903225806, 0.5, 0.5806451612903226, 0.6935483870967742, 0.0, 0.4838709677419355, 0.6612903225806451, 0.1774193548387097, 0.5645161290322581, 0.12903225806451613, 0.16129032258064516]",home decor  festive needs
Indi Bargain Women's A-line Dress,clothing,"[1.0, 0.23076923076923078, 0.46153846153846156, 0.23076923076923078, 0.3076923076923077, 0.23076923076923078, 0.6153846153846154, 0.5384615384615384, 0.5384615384615384, 0.23076923076923078, 0.38461538461538464, 0.38461538461538464, 0.8461538461538461, 0.38461538461538464, 0.0, 0.38461538461538464, 0.38461538461538464, 0.7692307692307693, 0.46153846153846156, 0.07692307692307693, 0.46153846153846156, 0.07692307692307693, 0.07692307692307693, 0.0, 0.15384615384615385, 0.07692307692307693, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0]",clothing
Lecture Notes: Medical Microbiology and Infection,ebooks,"[0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.2857142857142857, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.14285714285714285, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0, 0.0, 0.2857142857142857, 0.14285714285714285]",beauty and personal care
Hoko Book Cover for NEXUS 7 K008,mobiles  accessories,"[0.71875, 0.5625, 0.53125, 0.125, 0.640625, 0.484375, 0.578125, 0.59375, 0.6875, 0.765625, 0.4375, 0.515625, 0.5, 0.890625, 0.015625, 0.40625, 0.5, 0.5625, 0.59375, 0.234375, 0.6875, 0.28125, 0.34375, 0.234375, 0.3125, 0.015625, 0.234375, 0.296875, 0.03125, 0.171875, 0.203125, 0.078125]",mobiles  accessories
Sloper Regular Fit Men's Trousers,clothing,"[0.9230769230769231, 0.3076923076923077, 0.5384615384615384, 0.15384615384615385, 0.38461538461538464, 0.3076923076923077, 0.6923076923076923, 0.6923076923076923, 0.6153846153846154, 0.38461538461538464, 0.5384615384615384, 0.5384615384615384, 0.9230769230769231, 0.46153846153846156, 0.0, 0.46153846153846156, 0.46153846153846156, 0.9230769230769231, 0.6153846153846154, 0.07692307692307693, 0.46153846153846156, 0.15384615384615385, 0.23076923076923078, 0.0, 0.23076923076923078, 0.07692307692307693, 0.38461538461538464, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693]",clothing
Shopping Karega Casual Printed Women's Kurti,clothing,"[1.0, 0.4666666666666667, 0.8, 0.23333333333333334, 0.5333333333333333, 0.5, 0.6666666666666666, 0.7333333333333333, 0.7666666666666667, 0.43333333333333335, 0.5333333333333333, 0.6333333333333333, 0.6, 0.7666666666666667, 0.0, 0.5333333333333333, 0.4666666666666667, 0.8333333333333334, 0.7, 0.13333333333333333, 0.43333333333333335, 0.16666666666666666, 0.23333333333333334, 0.2, 0.26666666666666666, 0.0, 0.36666666666666664, 0.1, 0.03333333333333333, 0.26666666666666666, 0.26666666666666666, 0.06666666666666667]",clothing
Clovia Women's Tube Bra,clothing,"[0.9636363636363636, 0.5272727272727272, 0.6727272727272727, 0.2727272727272727, 0.5636363636363636, 0.5818181818181818, 0.7272727272727273, 0.6, 0.6909090909090909, 0.6363636363636364, 0.509090909090909, 0.5818181818181818, 0.6181818181818182, 0.6181818181818182, 0.0, 0.45454545454545453, 0.45454545454545453, 0.7272727272727273, 0.6727272727272727, 0.2, 0.5454545454545454, 0.14545454545454545, 0.34545454545454546, 0.21818181818181817, 0.36363636363636365, 0.0, 0.18181818181818182, 0.16363636363636364, 0.01818181818181818, 0.18181818181818182, 0.2, 0.07272727272727272]",clothing
La Zoire Women's A-line Dress,clothing,"[1.0, 0.4, 0.6, 0.3333333333333333, 0.4666666666666667, 0.4, 0.7333333333333333, 0.6666666666666666, 0.6666666666666666, 0.4, 0.6, 0.5333333333333333, 0.9333333333333333, 0.5333333333333333, 0.0, 0.5333333333333333, 0.5333333333333333, 0.8666666666666667, 0.6, 0.26666666666666666, 0.6, 0.26666666666666666, 0.3333333333333333, 0.26666666666666666, 0.4, 0.06666666666666667, 0.3333333333333333, 0.26666666666666666, 0.06666666666666667, 0.2, 0.06666666666666667, 0.0]",clothing
Saarah Self Design Girl's Lehenga Choli,clothing,"[0.8666666666666667, 0.4444444444444444, 0.6, 0.37777777777777777, 0.4666666666666667, 0.5777777777777777, 0.5777777777777777, 0.6222222222222222, 0.5777777777777777, 0.5555555555555556, 0.4222222222222222, 0.5333333333333333, 0.6666666666666666, 0.5333333333333333, 0.044444444444444446, 0.37777777777777777, 0.5333333333333333, 0.6888888888888889, 0.5777777777777777, 0.3111111111111111, 0.5111111111111111, 0.17777777777777778, 0.28888888888888886, 0.2222222222222222, 0.26666666666666666, 0.0, 0.28888888888888886, 0.17777777777777778, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]",clothing
TP-LINK Archer C20i AC750 Wireless Dual Band Router,computers,"[0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.5, 0.0, 0.0, 0.16666666666666666, 0.5, 0.0, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 1.0, 0.16666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0]",computers
Frabjous Alloy Necklace,jewellery,"[1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",clothing
Shoba SHTBSKN Women's Tube Bra,clothing,"[0.9166666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.25, 0.5833333333333334, 0.4166666666666667, 0.5, 0.25, 0.4166666666666667, 0.3333333333333333, 0.6666666666666666, 0.4166666666666667, 0.0, 0.25, 0.4166666666666667, 0.6666666666666666, 0.5, 0.16666666666666666, 0.5, 0.08333333333333333, 0.16666666666666666, 0.0, 0.25, 0.08333333333333333, 0.25, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0]",clothing
PrivateLifes Strapless Women's Push-up Bra,clothing,"[1.0, 0.16666666666666666, 0.4166666666666667, 0.16666666666666666, 0.25, 0.25, 0.5, 0.4166666666666667, 0.4166666666666667, 0.16666666666666666, 0.4166666666666667, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.25, 0.3333333333333333, 0.6666666666666666, 0.4166666666666667, 0.08333333333333333, 0.4166666666666667, 0.08333333333333333, 0.08333333333333333, 0.0, 0.16666666666666666, 0.08333333333333333, 0.25, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0]",clothing
"PrivateLifes MultiStraps Women's T-Shirt, Push-up Bra",clothing,"[1.0, 0.15384615384615385, 0.38461538461538464, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.46153846153846156, 0.38461538461538464, 0.38461538461538464, 0.15384615384615385, 0.38461538461538464, 0.3076923076923077, 0.6923076923076923, 0.3076923076923077, 0.0, 0.3076923076923077, 0.3076923076923077, 0.6923076923076923, 0.38461538461538464, 0.07692307692307693, 0.38461538461538464, 0.07692307692307693, 0.07692307692307693, 0.0, 0.15384615384615385, 0.07692307692307693, 0.23076923076923078, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0]",clothing
Kemei Washable Body Groomer KM-6166 Trimmer For Men,health  personal care appliances,"[0.6, 0.4, 0.4, 0.2, 0.4, 0.4, 0.6, 0.6, 0.6, 0.4, 0.6, 0.6, 0.6, 0.6, 0.0, 0.4, 0.4, 0.4, 0.6, 0.2, 0.4, 0.2, 0.8, 0.0, 0.2, 0.0, 0.2, 0.0, 0.2, 0.4, 0.0, 0.0]",health  personal care appliances
Elite Collection Medium Acrylic Sticker,baby care,"[0.8, 0.4, 0.6, 0.6, 1.0, 0.6, 0.6, 0.6, 1.0, 0.8, 0.4, 0.8, 1.0, 0.8, 0.0, 0.4, 1.0, 0.6, 0.8, 0.4, 0.6, 0.4, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 0.0, 0.0, 0.6, 0.2]",pens  stationery
Mast & Harbour Gold Enamel Cuff,jewellery,"[0.8260869565217391, 0.2608695652173913, 0.6521739130434783, 0.043478260869565216, 0.30434782608695654, 0.34782608695652173, 0.5652173913043478, 0.6086956521739131, 0.4782608695652174, 0.43478260869565216, 0.30434782608695654, 0.391304347826087, 0.5217391304347826, 0.391304347826087, 0.0, 0.43478260869565216, 0.30434782608695654, 0.8695652173913043, 0.391304347826087, 0.08695652173913043, 0.34782608695652173, 0.043478260869565216, 0.08695652173913043, 0.13043478260869565, 0.17391304347826086, 0.0, 0.17391304347826086, 0.08695652173913043, 0.0, 0.21739130434782608, 0.0, 0.043478260869565216]",jewellery
Wallmantra Extra Large Vinyl Stickers Sticker,baby care,"[0.8333333333333334, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.5, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.0, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 1.0, 0.3333333333333333, 0.8333333333333334, 0.5, 0.16666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.5, 0.0, 0.0, 0.3333333333333333, 0.16666666666666666]",home decor  festive needs
Rama Festive Graphic Print Women's Kurti,clothing,"[1.0, 0.14285714285714285, 0.6428571428571429, 0.14285714285714285, 0.42857142857142855, 0.35714285714285715, 0.5714285714285714, 0.6428571428571429, 0.5714285714285714, 0.21428571428571427, 0.5, 0.42857142857142855, 0.9285714285714286, 0.35714285714285715, 0.0, 0.2857142857142857, 0.5, 0.8571428571428571, 0.6428571428571429, 0.14285714285714285, 0.5714285714285714, 0.07142857142857142, 0.07142857142857142, 0.0, 0.14285714285714285, 0.07142857142857142, 0.2857142857142857, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.0]",clothing
Simrit Women's Nighty,clothing,"[1.0, 0.65, 0.85, 0.55, 0.8, 0.85, 0.8, 0.8, 0.85, 0.65, 0.75, 0.8, 0.85, 0.8, 0.2, 0.6, 0.75, 0.8, 0.85, 0.45, 0.65, 0.5, 0.6, 0.55, 0.45, 0.0, 0.55, 0.45, 0.45, 0.55, 0.1, 0.25]",clothing
Okane Printed Men's Round Neck T-Shirt,clothing,"[1.0, 0.35714285714285715, 0.5, 0.2857142857142857, 0.42857142857142855, 0.35714285714285715, 0.5714285714285714, 0.5, 0.5714285714285714, 0.42857142857142855, 0.5, 0.5, 0.9285714285714286, 0.42857142857142855, 0.0, 0.42857142857142855, 0.35714285714285715, 0.8571428571428571, 0.5714285714285714, 0.07142857142857142, 0.5714285714285714, 0.14285714285714285, 0.07142857142857142, 0.21428571428571427, 0.21428571428571427, 0.07142857142857142, 0.2857142857142857, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.0]",clothing
